datasets\waterDataSet\imgAug\499.jpeg datasets\waterDataSet\labelAug\499.png datasets\waterDataSet\edge\499.png
datasets\waterDataSet\imgAug\3433.jpeg datasets\waterDataSet\labelAug\3433.png datasets\waterDataSet\edge\3433.png
datasets\waterDataSet\imgAug\4820.jpeg datasets\waterDataSet\labelAug\4820.png datasets\waterDataSet\edge\4820.png
datasets\waterDataSet\imgAug\582.jpeg datasets\waterDataSet\labelAug\582.png datasets\waterDataSet\edge\582.png
datasets\waterDataSet\imgAug\1887.jpeg datasets\waterDataSet\labelAug\1887.png datasets\waterDataSet\edge\1887.png
datasets\waterDataSet\imgAug\1583.jpeg datasets\waterDataSet\labelAug\1583.png datasets\waterDataSet\edge\1583.png
datasets\waterDataSet\imgAug\2965.jpeg datasets\waterDataSet\labelAug\2965.png datasets\waterDataSet\edge\2965.png
datasets\waterDataSet\imgAug\2567.jpeg datasets\waterDataSet\labelAug\2567.png datasets\waterDataSet\edge\2567.png
datasets\waterDataSet\imgAug\94.jpeg datasets\waterDataSet\labelAug\94.png datasets\waterDataSet\edge\94.png
datasets\waterDataSet\imgAug\5047.jpeg datasets\waterDataSet\labelAug\5047.png datasets\waterDataSet\edge\5047.png
datasets\waterDataSet\imgAug\3037.jpeg datasets\waterDataSet\labelAug\3037.png datasets\waterDataSet\edge\3037.png
datasets\waterDataSet\imgAug\3916.jpeg datasets\waterDataSet\labelAug\3916.png datasets\waterDataSet\edge\3916.png
datasets\waterDataSet\imgAug\2467.jpeg datasets\waterDataSet\labelAug\2467.png datasets\waterDataSet\edge\2467.png
datasets\waterDataSet\imgAug\4901.jpeg datasets\waterDataSet\labelAug\4901.png datasets\waterDataSet\edge\4901.png
datasets\waterDataSet\imgAug\3736.jpeg datasets\waterDataSet\labelAug\3736.png datasets\waterDataSet\edge\3736.png
datasets\waterDataSet\imgAug\437.jpeg datasets\waterDataSet\labelAug\437.png datasets\waterDataSet\edge\437.png
datasets\waterDataSet\imgAug\4673.jpeg datasets\waterDataSet\labelAug\4673.png datasets\waterDataSet\edge\4673.png
datasets\waterDataSet\imgAug\5086.jpeg datasets\waterDataSet\labelAug\5086.png datasets\waterDataSet\edge\5086.png
datasets\waterDataSet\imgAug\3836.jpeg datasets\waterDataSet\labelAug\3836.png datasets\waterDataSet\edge\3836.png
datasets\waterDataSet\imgAug\47.jpeg datasets\waterDataSet\labelAug\47.png datasets\waterDataSet\edge\47.png
datasets\waterDataSet\imgAug\2323.jpeg datasets\waterDataSet\labelAug\2323.png datasets\waterDataSet\edge\2323.png
datasets\waterDataSet\imgAug\1370.jpeg datasets\waterDataSet\labelAug\1370.png datasets\waterDataSet\edge\1370.png
datasets\waterDataSet\imgAug\3690.jpeg datasets\waterDataSet\labelAug\3690.png datasets\waterDataSet\edge\3690.png
datasets\waterDataSet\imgAug\3230.jpeg datasets\waterDataSet\labelAug\3230.png datasets\waterDataSet\edge\3230.png
datasets\waterDataSet\imgAug\3162.jpeg datasets\waterDataSet\labelAug\3162.png datasets\waterDataSet\edge\3162.png
datasets\waterDataSet\imgAug\3646.jpeg datasets\waterDataSet\labelAug\3646.png datasets\waterDataSet\edge\3646.png
datasets\waterDataSet\imgAug\4215.jpeg datasets\waterDataSet\labelAug\4215.png datasets\waterDataSet\edge\4215.png
datasets\waterDataSet\imgAug\2968.jpeg datasets\waterDataSet\labelAug\2968.png datasets\waterDataSet\edge\2968.png
datasets\waterDataSet\imgAug\4723.jpeg datasets\waterDataSet\labelAug\4723.png datasets\waterDataSet\edge\4723.png
datasets\waterDataSet\imgAug\4392.jpeg datasets\waterDataSet\labelAug\4392.png datasets\waterDataSet\edge\4392.png
datasets\waterDataSet\imgAug\2823.jpeg datasets\waterDataSet\labelAug\2823.png datasets\waterDataSet\edge\2823.png
datasets\waterDataSet\imgAug\1909.jpeg datasets\waterDataSet\labelAug\1909.png datasets\waterDataSet\edge\1909.png
datasets\waterDataSet\imgAug\2270.jpeg datasets\waterDataSet\labelAug\2270.png datasets\waterDataSet\edge\2270.png
datasets\waterDataSet\imgAug\1789.jpeg datasets\waterDataSet\labelAug\1789.png datasets\waterDataSet\edge\1789.png
datasets\waterDataSet\imgAug\257.jpeg datasets\waterDataSet\labelAug\257.png datasets\waterDataSet\edge\257.png
datasets\waterDataSet\imgAug\2007.jpeg datasets\waterDataSet\labelAug\2007.png datasets\waterDataSet\edge\2007.png
datasets\waterDataSet\imgAug\5009.jpeg datasets\waterDataSet\labelAug\5009.png datasets\waterDataSet\edge\5009.png
datasets\waterDataSet\imgAug\1171.jpeg datasets\waterDataSet\labelAug\1171.png datasets\waterDataSet\edge\1171.png
datasets\waterDataSet\imgAug\2527.jpeg datasets\waterDataSet\labelAug\2527.png datasets\waterDataSet\edge\2527.png
datasets\waterDataSet\imgAug\4573.jpeg datasets\waterDataSet\labelAug\4573.png datasets\waterDataSet\edge\4573.png
datasets\waterDataSet\imgAug\2025.jpeg datasets\waterDataSet\labelAug\2025.png datasets\waterDataSet\edge\2025.png
datasets\waterDataSet\imgAug\834.jpeg datasets\waterDataSet\labelAug\834.png datasets\waterDataSet\edge\834.png
datasets\waterDataSet\imgAug\1365.jpeg datasets\waterDataSet\labelAug\1365.png datasets\waterDataSet\edge\1365.png
datasets\waterDataSet\imgAug\3184.jpeg datasets\waterDataSet\labelAug\3184.png datasets\waterDataSet\edge\3184.png
datasets\waterDataSet\imgAug\4393.jpeg datasets\waterDataSet\labelAug\4393.png datasets\waterDataSet\edge\4393.png
datasets\waterDataSet\imgAug\1594.jpeg datasets\waterDataSet\labelAug\1594.png datasets\waterDataSet\edge\1594.png
datasets\waterDataSet\imgAug\3693.jpeg datasets\waterDataSet\labelAug\3693.png datasets\waterDataSet\edge\3693.png
datasets\waterDataSet\imgAug\1170.jpeg datasets\waterDataSet\labelAug\1170.png datasets\waterDataSet\edge\1170.png
datasets\waterDataSet\imgAug\1651.jpeg datasets\waterDataSet\labelAug\1651.png datasets\waterDataSet\edge\1651.png
datasets\waterDataSet\imgAug\3498.jpeg datasets\waterDataSet\labelAug\3498.png datasets\waterDataSet\edge\3498.png
datasets\waterDataSet\imgAug\4704.jpeg datasets\waterDataSet\labelAug\4704.png datasets\waterDataSet\edge\4704.png
datasets\waterDataSet\imgAug\4380.jpeg datasets\waterDataSet\labelAug\4380.png datasets\waterDataSet\edge\4380.png
datasets\waterDataSet\imgAug\2752.jpeg datasets\waterDataSet\labelAug\2752.png datasets\waterDataSet\edge\2752.png
datasets\waterDataSet\imgAug\253.jpeg datasets\waterDataSet\labelAug\253.png datasets\waterDataSet\edge\253.png
datasets\waterDataSet\imgAug\5069.jpeg datasets\waterDataSet\labelAug\5069.png datasets\waterDataSet\edge\5069.png
datasets\waterDataSet\imgAug\4941.jpeg datasets\waterDataSet\labelAug\4941.png datasets\waterDataSet\edge\4941.png
datasets\waterDataSet\imgAug\2455.jpeg datasets\waterDataSet\labelAug\2455.png datasets\waterDataSet\edge\2455.png
datasets\waterDataSet\imgAug\4274.jpeg datasets\waterDataSet\labelAug\4274.png datasets\waterDataSet\edge\4274.png
datasets\waterDataSet\imgAug\2747.jpeg datasets\waterDataSet\labelAug\2747.png datasets\waterDataSet\edge\2747.png
datasets\waterDataSet\imgAug\3128.jpeg datasets\waterDataSet\labelAug\3128.png datasets\waterDataSet\edge\3128.png
datasets\waterDataSet\imgAug\4313.jpeg datasets\waterDataSet\labelAug\4313.png datasets\waterDataSet\edge\4313.png
datasets\waterDataSet\imgAug\4728.jpeg datasets\waterDataSet\labelAug\4728.png datasets\waterDataSet\edge\4728.png
datasets\waterDataSet\imgAug\2622.jpeg datasets\waterDataSet\labelAug\2622.png datasets\waterDataSet\edge\2622.png
datasets\waterDataSet\imgAug\2445.jpeg datasets\waterDataSet\labelAug\2445.png datasets\waterDataSet\edge\2445.png
datasets\waterDataSet\imgAug\3095.jpeg datasets\waterDataSet\labelAug\3095.png datasets\waterDataSet\edge\3095.png
datasets\waterDataSet\imgAug\579.jpeg datasets\waterDataSet\labelAug\579.png datasets\waterDataSet\edge\579.png
datasets\waterDataSet\imgAug\3149.jpeg datasets\waterDataSet\labelAug\3149.png datasets\waterDataSet\edge\3149.png
datasets\waterDataSet\imgAug\3057.jpeg datasets\waterDataSet\labelAug\3057.png datasets\waterDataSet\edge\3057.png
datasets\waterDataSet\imgAug\4021.jpeg datasets\waterDataSet\labelAug\4021.png datasets\waterDataSet\edge\4021.png
datasets\waterDataSet\imgAug\1223.jpeg datasets\waterDataSet\labelAug\1223.png datasets\waterDataSet\edge\1223.png
datasets\waterDataSet\imgAug\3421.jpeg datasets\waterDataSet\labelAug\3421.png datasets\waterDataSet\edge\3421.png
datasets\waterDataSet\imgAug\3778.jpeg datasets\waterDataSet\labelAug\3778.png datasets\waterDataSet\edge\3778.png
datasets\waterDataSet\imgAug\2554.jpeg datasets\waterDataSet\labelAug\2554.png datasets\waterDataSet\edge\2554.png
datasets\waterDataSet\imgAug\3981.jpeg datasets\waterDataSet\labelAug\3981.png datasets\waterDataSet\edge\3981.png
datasets\waterDataSet\imgAug\1754.jpeg datasets\waterDataSet\labelAug\1754.png datasets\waterDataSet\edge\1754.png
datasets\waterDataSet\imgAug\540.jpeg datasets\waterDataSet\labelAug\540.png datasets\waterDataSet\edge\540.png
datasets\waterDataSet\imgAug\949.jpeg datasets\waterDataSet\labelAug\949.png datasets\waterDataSet\edge\949.png
datasets\waterDataSet\imgAug\1871.jpeg datasets\waterDataSet\labelAug\1871.png datasets\waterDataSet\edge\1871.png
datasets\waterDataSet\imgAug\356.jpeg datasets\waterDataSet\labelAug\356.png datasets\waterDataSet\edge\356.png
datasets\waterDataSet\imgAug\2343.jpeg datasets\waterDataSet\labelAug\2343.png datasets\waterDataSet\edge\2343.png
datasets\waterDataSet\imgAug\1303.jpeg datasets\waterDataSet\labelAug\1303.png datasets\waterDataSet\edge\1303.png
datasets\waterDataSet\imgAug\2265.jpeg datasets\waterDataSet\labelAug\2265.png datasets\waterDataSet\edge\2265.png
datasets\waterDataSet\imgAug\2989.jpeg datasets\waterDataSet\labelAug\2989.png datasets\waterDataSet\edge\2989.png
datasets\waterDataSet\imgAug\1971.jpeg datasets\waterDataSet\labelAug\1971.png datasets\waterDataSet\edge\1971.png
datasets\waterDataSet\imgAug\486.jpeg datasets\waterDataSet\labelAug\486.png datasets\waterDataSet\edge\486.png
datasets\waterDataSet\imgAug\2757.jpeg datasets\waterDataSet\labelAug\2757.png datasets\waterDataSet\edge\2757.png
datasets\waterDataSet\imgAug\1049.jpeg datasets\waterDataSet\labelAug\1049.png datasets\waterDataSet\edge\1049.png
datasets\waterDataSet\imgAug\3665.jpeg datasets\waterDataSet\labelAug\3665.png datasets\waterDataSet\edge\3665.png
datasets\waterDataSet\imgAug\452.jpeg datasets\waterDataSet\labelAug\452.png datasets\waterDataSet\edge\452.png
datasets\waterDataSet\imgAug\4326.jpeg datasets\waterDataSet\labelAug\4326.png datasets\waterDataSet\edge\4326.png
datasets\waterDataSet\imgAug\2460.jpeg datasets\waterDataSet\labelAug\2460.png datasets\waterDataSet\edge\2460.png
datasets\waterDataSet\imgAug\4227.jpeg datasets\waterDataSet\labelAug\4227.png datasets\waterDataSet\edge\4227.png
datasets\waterDataSet\imgAug\4539.jpeg datasets\waterDataSet\labelAug\4539.png datasets\waterDataSet\edge\4539.png
datasets\waterDataSet\imgAug\1899.jpeg datasets\waterDataSet\labelAug\1899.png datasets\waterDataSet\edge\1899.png
datasets\waterDataSet\imgAug\798.jpeg datasets\waterDataSet\labelAug\798.png datasets\waterDataSet\edge\798.png
datasets\waterDataSet\imgAug\5118.jpeg datasets\waterDataSet\labelAug\5118.png datasets\waterDataSet\edge\5118.png
datasets\waterDataSet\imgAug\1178.jpeg datasets\waterDataSet\labelAug\1178.png datasets\waterDataSet\edge\1178.png
datasets\waterDataSet\imgAug\340.jpeg datasets\waterDataSet\labelAug\340.png datasets\waterDataSet\edge\340.png
datasets\waterDataSet\imgAug\2424.jpeg datasets\waterDataSet\labelAug\2424.png datasets\waterDataSet\edge\2424.png
datasets\waterDataSet\imgAug\2961.jpeg datasets\waterDataSet\labelAug\2961.png datasets\waterDataSet\edge\2961.png
datasets\waterDataSet\imgAug\3633.jpeg datasets\waterDataSet\labelAug\3633.png datasets\waterDataSet\edge\3633.png
datasets\waterDataSet\imgAug\2526.jpeg datasets\waterDataSet\labelAug\2526.png datasets\waterDataSet\edge\2526.png
datasets\waterDataSet\imgAug\3201.jpeg datasets\waterDataSet\labelAug\3201.png datasets\waterDataSet\edge\3201.png
datasets\waterDataSet\imgAug\1279.jpeg datasets\waterDataSet\labelAug\1279.png datasets\waterDataSet\edge\1279.png
datasets\waterDataSet\imgAug\4750.jpeg datasets\waterDataSet\labelAug\4750.png datasets\waterDataSet\edge\4750.png
datasets\waterDataSet\imgAug\2302.jpeg datasets\waterDataSet\labelAug\2302.png datasets\waterDataSet\edge\2302.png
datasets\waterDataSet\imgAug\3111.jpeg datasets\waterDataSet\labelAug\3111.png datasets\waterDataSet\edge\3111.png
datasets\waterDataSet\imgAug\4633.jpeg datasets\waterDataSet\labelAug\4633.png datasets\waterDataSet\edge\4633.png
datasets\waterDataSet\imgAug\2596.jpeg datasets\waterDataSet\labelAug\2596.png datasets\waterDataSet\edge\2596.png
datasets\waterDataSet\imgAug\1502.jpeg datasets\waterDataSet\labelAug\1502.png datasets\waterDataSet\edge\1502.png
datasets\waterDataSet\imgAug\1104.jpeg datasets\waterDataSet\labelAug\1104.png datasets\waterDataSet\edge\1104.png
datasets\waterDataSet\imgAug\2.jpeg datasets\waterDataSet\labelAug\2.png datasets\waterDataSet\edge\2.png
datasets\waterDataSet\imgAug\1809.jpeg datasets\waterDataSet\labelAug\1809.png datasets\waterDataSet\edge\1809.png
datasets\waterDataSet\imgAug\3141.jpeg datasets\waterDataSet\labelAug\3141.png datasets\waterDataSet\edge\3141.png
datasets\waterDataSet\imgAug\255.jpeg datasets\waterDataSet\labelAug\255.png datasets\waterDataSet\edge\255.png
datasets\waterDataSet\imgAug\3676.jpeg datasets\waterDataSet\labelAug\3676.png datasets\waterDataSet\edge\3676.png
datasets\waterDataSet\imgAug\504.jpeg datasets\waterDataSet\labelAug\504.png datasets\waterDataSet\edge\504.png
datasets\waterDataSet\imgAug\3514.jpeg datasets\waterDataSet\labelAug\3514.png datasets\waterDataSet\edge\3514.png
datasets\waterDataSet\imgAug\1366.jpeg datasets\waterDataSet\labelAug\1366.png datasets\waterDataSet\edge\1366.png
datasets\waterDataSet\imgAug\4916.jpeg datasets\waterDataSet\labelAug\4916.png datasets\waterDataSet\edge\4916.png
datasets\waterDataSet\imgAug\1735.jpeg datasets\waterDataSet\labelAug\1735.png datasets\waterDataSet\edge\1735.png
datasets\waterDataSet\imgAug\1869.jpeg datasets\waterDataSet\labelAug\1869.png datasets\waterDataSet\edge\1869.png
datasets\waterDataSet\imgAug\3362.jpeg datasets\waterDataSet\labelAug\3362.png datasets\waterDataSet\edge\3362.png
datasets\waterDataSet\imgAug\4872.jpeg datasets\waterDataSet\labelAug\4872.png datasets\waterDataSet\edge\4872.png
datasets\waterDataSet\imgAug\2432.jpeg datasets\waterDataSet\labelAug\2432.png datasets\waterDataSet\edge\2432.png
datasets\waterDataSet\imgAug\3747.jpeg datasets\waterDataSet\labelAug\3747.png datasets\waterDataSet\edge\3747.png
datasets\waterDataSet\imgAug\4879.jpeg datasets\waterDataSet\labelAug\4879.png datasets\waterDataSet\edge\4879.png
datasets\waterDataSet\imgAug\2771.jpeg datasets\waterDataSet\labelAug\2771.png datasets\waterDataSet\edge\2771.png
datasets\waterDataSet\imgAug\1130.jpeg datasets\waterDataSet\labelAug\1130.png datasets\waterDataSet\edge\1130.png
datasets\waterDataSet\imgAug\3547.jpeg datasets\waterDataSet\labelAug\3547.png datasets\waterDataSet\edge\3547.png
datasets\waterDataSet\imgAug\1647.jpeg datasets\waterDataSet\labelAug\1647.png datasets\waterDataSet\edge\1647.png
datasets\waterDataSet\imgAug\4939.jpeg datasets\waterDataSet\labelAug\4939.png datasets\waterDataSet\edge\4939.png
datasets\waterDataSet\imgAug\3311.jpeg datasets\waterDataSet\labelAug\3311.png datasets\waterDataSet\edge\3311.png
datasets\waterDataSet\imgAug\3786.jpeg datasets\waterDataSet\labelAug\3786.png datasets\waterDataSet\edge\3786.png
datasets\waterDataSet\imgAug\4850.jpeg datasets\waterDataSet\labelAug\4850.png datasets\waterDataSet\edge\4850.png
datasets\waterDataSet\imgAug\18.jpeg datasets\waterDataSet\labelAug\18.png datasets\waterDataSet\edge\18.png
datasets\waterDataSet\imgAug\1310.jpeg datasets\waterDataSet\labelAug\1310.png datasets\waterDataSet\edge\1310.png
datasets\waterDataSet\imgAug\3395.jpeg datasets\waterDataSet\labelAug\3395.png datasets\waterDataSet\edge\3395.png
datasets\waterDataSet\imgAug\1319.jpeg datasets\waterDataSet\labelAug\1319.png datasets\waterDataSet\edge\1319.png
datasets\waterDataSet\imgAug\843.jpeg datasets\waterDataSet\labelAug\843.png datasets\waterDataSet\edge\843.png
datasets\waterDataSet\imgAug\1645.jpeg datasets\waterDataSet\labelAug\1645.png datasets\waterDataSet\edge\1645.png
datasets\waterDataSet\imgAug\1259.jpeg datasets\waterDataSet\labelAug\1259.png datasets\waterDataSet\edge\1259.png
datasets\waterDataSet\imgAug\1617.jpeg datasets\waterDataSet\labelAug\1617.png datasets\waterDataSet\edge\1617.png
datasets\waterDataSet\imgAug\1320.jpeg datasets\waterDataSet\labelAug\1320.png datasets\waterDataSet\edge\1320.png
datasets\waterDataSet\imgAug\3059.jpeg datasets\waterDataSet\labelAug\3059.png datasets\waterDataSet\edge\3059.png
datasets\waterDataSet\imgAug\4738.jpeg datasets\waterDataSet\labelAug\4738.png datasets\waterDataSet\edge\4738.png
datasets\waterDataSet\imgAug\3996.jpeg datasets\waterDataSet\labelAug\3996.png datasets\waterDataSet\edge\3996.png
datasets\waterDataSet\imgAug\2870.jpeg datasets\waterDataSet\labelAug\2870.png datasets\waterDataSet\edge\2870.png
datasets\waterDataSet\imgAug\4261.jpeg datasets\waterDataSet\labelAug\4261.png datasets\waterDataSet\edge\4261.png
datasets\waterDataSet\imgAug\1590.jpeg datasets\waterDataSet\labelAug\1590.png datasets\waterDataSet\edge\1590.png
datasets\waterDataSet\imgAug\2990.jpeg datasets\waterDataSet\labelAug\2990.png datasets\waterDataSet\edge\2990.png
datasets\waterDataSet\imgAug\2767.jpeg datasets\waterDataSet\labelAug\2767.png datasets\waterDataSet\edge\2767.png
datasets\waterDataSet\imgAug\1056.jpeg datasets\waterDataSet\labelAug\1056.png datasets\waterDataSet\edge\1056.png
datasets\waterDataSet\imgAug\2358.jpeg datasets\waterDataSet\labelAug\2358.png datasets\waterDataSet\edge\2358.png
datasets\waterDataSet\imgAug\318.jpeg datasets\waterDataSet\labelAug\318.png datasets\waterDataSet\edge\318.png
datasets\waterDataSet\imgAug\2315.jpeg datasets\waterDataSet\labelAug\2315.png datasets\waterDataSet\edge\2315.png
datasets\waterDataSet\imgAug\196.jpeg datasets\waterDataSet\labelAug\196.png datasets\waterDataSet\edge\196.png
datasets\waterDataSet\imgAug\4724.jpeg datasets\waterDataSet\labelAug\4724.png datasets\waterDataSet\edge\4724.png
datasets\waterDataSet\imgAug\4370.jpeg datasets\waterDataSet\labelAug\4370.png datasets\waterDataSet\edge\4370.png
datasets\waterDataSet\imgAug\3725.jpeg datasets\waterDataSet\labelAug\3725.png datasets\waterDataSet\edge\3725.png
datasets\waterDataSet\imgAug\2333.jpeg datasets\waterDataSet\labelAug\2333.png datasets\waterDataSet\edge\2333.png
datasets\waterDataSet\imgAug\4036.jpeg datasets\waterDataSet\labelAug\4036.png datasets\waterDataSet\edge\4036.png
datasets\waterDataSet\imgAug\1079.jpeg datasets\waterDataSet\labelAug\1079.png datasets\waterDataSet\edge\1079.png
datasets\waterDataSet\imgAug\2687.jpeg datasets\waterDataSet\labelAug\2687.png datasets\waterDataSet\edge\2687.png
datasets\waterDataSet\imgAug\2776.jpeg datasets\waterDataSet\labelAug\2776.png datasets\waterDataSet\edge\2776.png
datasets\waterDataSet\imgAug\4906.jpeg datasets\waterDataSet\labelAug\4906.png datasets\waterDataSet\edge\4906.png
datasets\waterDataSet\imgAug\4942.jpeg datasets\waterDataSet\labelAug\4942.png datasets\waterDataSet\edge\4942.png
datasets\waterDataSet\imgAug\2170.jpeg datasets\waterDataSet\labelAug\2170.png datasets\waterDataSet\edge\2170.png
datasets\waterDataSet\imgAug\4191.jpeg datasets\waterDataSet\labelAug\4191.png datasets\waterDataSet\edge\4191.png
