datasets\buildings\image\3463.png datasets\buildings\label2_gray\3463.png datasets\buildings\edge\3463.png
datasets\buildings\image\1413.png datasets\buildings\label2_gray\1413.png datasets\buildings\edge\1413.png
datasets\buildings\image\2649.png datasets\buildings\label2_gray\2649.png datasets\buildings\edge\2649.png
datasets\buildings\image\5170.png datasets\buildings\label2_gray\5170.png datasets\buildings\edge\5170.png
datasets\buildings\image\4733.png datasets\buildings\label2_gray\4733.png datasets\buildings\edge\4733.png
datasets\buildings\image\4057.png datasets\buildings\label2_gray\4057.png datasets\buildings\edge\4057.png
datasets\buildings\image\2891.png datasets\buildings\label2_gray\2891.png datasets\buildings\edge\2891.png
datasets\buildings\image\811.png datasets\buildings\label2_gray\811.png datasets\buildings\edge\811.png
datasets\buildings\image\3018.png datasets\buildings\label2_gray\3018.png datasets\buildings\edge\3018.png
datasets\buildings\image\5865.png datasets\buildings\label2_gray\5865.png datasets\buildings\edge\5865.png
datasets\buildings\image\3579.png datasets\buildings\label2_gray\3579.png datasets\buildings\edge\3579.png
datasets\buildings\image\5552.png datasets\buildings\label2_gray\5552.png datasets\buildings\edge\5552.png
datasets\buildings\image\5709.png datasets\buildings\label2_gray\5709.png datasets\buildings\edge\5709.png
datasets\buildings\image\3155.png datasets\buildings\label2_gray\3155.png datasets\buildings\edge\3155.png
datasets\buildings\image\679.png datasets\buildings\label2_gray\679.png datasets\buildings\edge\679.png
datasets\buildings\image\4539.png datasets\buildings\label2_gray\4539.png datasets\buildings\edge\4539.png
datasets\buildings\image\2453.png datasets\buildings\label2_gray\2453.png datasets\buildings\edge\2453.png
datasets\buildings\image\4518.png datasets\buildings\label2_gray\4518.png datasets\buildings\edge\4518.png
datasets\buildings\image\2738.png datasets\buildings\label2_gray\2738.png datasets\buildings\edge\2738.png
datasets\buildings\image\2662.png datasets\buildings\label2_gray\2662.png datasets\buildings\edge\2662.png
datasets\buildings\image\5833.png datasets\buildings\label2_gray\5833.png datasets\buildings\edge\5833.png
datasets\buildings\image\5200.png datasets\buildings\label2_gray\5200.png datasets\buildings\edge\5200.png
datasets\buildings\image\1873.png datasets\buildings\label2_gray\1873.png datasets\buildings\edge\1873.png
datasets\buildings\image\3080.png datasets\buildings\label2_gray\3080.png datasets\buildings\edge\3080.png
datasets\buildings\image\4421.png datasets\buildings\label2_gray\4421.png datasets\buildings\edge\4421.png
datasets\buildings\image\5498.png datasets\buildings\label2_gray\5498.png datasets\buildings\edge\5498.png
datasets\buildings\image\1100.png datasets\buildings\label2_gray\1100.png datasets\buildings\edge\1100.png
datasets\buildings\image\1167.png datasets\buildings\label2_gray\1167.png datasets\buildings\edge\1167.png
datasets\buildings\image\3405.png datasets\buildings\label2_gray\3405.png datasets\buildings\edge\3405.png
datasets\buildings\image\2460.png datasets\buildings\label2_gray\2460.png datasets\buildings\edge\2460.png
datasets\buildings\image\2262.png datasets\buildings\label2_gray\2262.png datasets\buildings\edge\2262.png
datasets\buildings\image\4747.png datasets\buildings\label2_gray\4747.png datasets\buildings\edge\4747.png
datasets\buildings\image\3091.png datasets\buildings\label2_gray\3091.png datasets\buildings\edge\3091.png
datasets\buildings\image\3707.png datasets\buildings\label2_gray\3707.png datasets\buildings\edge\3707.png
datasets\buildings\image\416.png datasets\buildings\label2_gray\416.png datasets\buildings\edge\416.png
datasets\buildings\image\4333.png datasets\buildings\label2_gray\4333.png datasets\buildings\edge\4333.png
datasets\buildings\image\2474.png datasets\buildings\label2_gray\2474.png datasets\buildings\edge\2474.png
datasets\buildings\image\5163.png datasets\buildings\label2_gray\5163.png datasets\buildings\edge\5163.png
datasets\buildings\image\643.png datasets\buildings\label2_gray\643.png datasets\buildings\edge\643.png
datasets\buildings\image\5898.png datasets\buildings\label2_gray\5898.png datasets\buildings\edge\5898.png
datasets\buildings\image\2513.png datasets\buildings\label2_gray\2513.png datasets\buildings\edge\2513.png
datasets\buildings\image\3298.png datasets\buildings\label2_gray\3298.png datasets\buildings\edge\3298.png
datasets\buildings\image\5754.png datasets\buildings\label2_gray\5754.png datasets\buildings\edge\5754.png
datasets\buildings\image\5824.png datasets\buildings\label2_gray\5824.png datasets\buildings\edge\5824.png
datasets\buildings\image\273.png datasets\buildings\label2_gray\273.png datasets\buildings\edge\273.png
datasets\buildings\image\11.png datasets\buildings\label2_gray\11.png datasets\buildings\edge\11.png
datasets\buildings\image\1614.png datasets\buildings\label2_gray\1614.png datasets\buildings\edge\1614.png
datasets\buildings\image\4627.png datasets\buildings\label2_gray\4627.png datasets\buildings\edge\4627.png
datasets\buildings\image\5231.png datasets\buildings\label2_gray\5231.png datasets\buildings\edge\5231.png
datasets\buildings\image\5732.png datasets\buildings\label2_gray\5732.png datasets\buildings\edge\5732.png
datasets\buildings\image\1576.png datasets\buildings\label2_gray\1576.png datasets\buildings\edge\1576.png
datasets\buildings\image\1697.png datasets\buildings\label2_gray\1697.png datasets\buildings\edge\1697.png
datasets\buildings\image\5213.png datasets\buildings\label2_gray\5213.png datasets\buildings\edge\5213.png
datasets\buildings\image\2006.png datasets\buildings\label2_gray\2006.png datasets\buildings\edge\2006.png
datasets\buildings\image\1083.png datasets\buildings\label2_gray\1083.png datasets\buildings\edge\1083.png
datasets\buildings\image\1831.png datasets\buildings\label2_gray\1831.png datasets\buildings\edge\1831.png
datasets\buildings\image\1637.png datasets\buildings\label2_gray\1637.png datasets\buildings\edge\1637.png
datasets\buildings\image\2607.png datasets\buildings\label2_gray\2607.png datasets\buildings\edge\2607.png
datasets\buildings\image\2184.png datasets\buildings\label2_gray\2184.png datasets\buildings\edge\2184.png
datasets\buildings\image\2521.png datasets\buildings\label2_gray\2521.png datasets\buildings\edge\2521.png
datasets\buildings\image\1752.png datasets\buildings\label2_gray\1752.png datasets\buildings\edge\1752.png
datasets\buildings\image\1598.png datasets\buildings\label2_gray\1598.png datasets\buildings\edge\1598.png
datasets\buildings\image\445.png datasets\buildings\label2_gray\445.png datasets\buildings\edge\445.png
datasets\buildings\image\226.png datasets\buildings\label2_gray\226.png datasets\buildings\edge\226.png
datasets\buildings\image\2677.png datasets\buildings\label2_gray\2677.png datasets\buildings\edge\2677.png
datasets\buildings\image\977.png datasets\buildings\label2_gray\977.png datasets\buildings\edge\977.png
datasets\buildings\image\3965.png datasets\buildings\label2_gray\3965.png datasets\buildings\edge\3965.png
datasets\buildings\image\2681.png datasets\buildings\label2_gray\2681.png datasets\buildings\edge\2681.png
datasets\buildings\image\604.png datasets\buildings\label2_gray\604.png datasets\buildings\edge\604.png
datasets\buildings\image\272.png datasets\buildings\label2_gray\272.png datasets\buildings\edge\272.png
datasets\buildings\image\5695.png datasets\buildings\label2_gray\5695.png datasets\buildings\edge\5695.png
datasets\buildings\image\4564.png datasets\buildings\label2_gray\4564.png datasets\buildings\edge\4564.png
datasets\buildings\image\111.png datasets\buildings\label2_gray\111.png datasets\buildings\edge\111.png
datasets\buildings\image\1570.png datasets\buildings\label2_gray\1570.png datasets\buildings\edge\1570.png
datasets\buildings\image\792.png datasets\buildings\label2_gray\792.png datasets\buildings\edge\792.png
datasets\buildings\image\614.png datasets\buildings\label2_gray\614.png datasets\buildings\edge\614.png
datasets\buildings\image\4946.png datasets\buildings\label2_gray\4946.png datasets\buildings\edge\4946.png
datasets\buildings\image\776.png datasets\buildings\label2_gray\776.png datasets\buildings\edge\776.png
datasets\buildings\image\1583.png datasets\buildings\label2_gray\1583.png datasets\buildings\edge\1583.png
datasets\buildings\image\3005.png datasets\buildings\label2_gray\3005.png datasets\buildings\edge\3005.png
datasets\buildings\image\4009.png datasets\buildings\label2_gray\4009.png datasets\buildings\edge\4009.png
datasets\buildings\image\2549.png datasets\buildings\label2_gray\2549.png datasets\buildings\edge\2549.png
datasets\buildings\image\3025.png datasets\buildings\label2_gray\3025.png datasets\buildings\edge\3025.png
datasets\buildings\image\282.png datasets\buildings\label2_gray\282.png datasets\buildings\edge\282.png
datasets\buildings\image\1530.png datasets\buildings\label2_gray\1530.png datasets\buildings\edge\1530.png
datasets\buildings\image\2542.png datasets\buildings\label2_gray\2542.png datasets\buildings\edge\2542.png
datasets\buildings\image\760.png datasets\buildings\label2_gray\760.png datasets\buildings\edge\760.png
datasets\buildings\image\5018.png datasets\buildings\label2_gray\5018.png datasets\buildings\edge\5018.png
datasets\buildings\image\1791.png datasets\buildings\label2_gray\1791.png datasets\buildings\edge\1791.png
datasets\buildings\image\5060.png datasets\buildings\label2_gray\5060.png datasets\buildings\edge\5060.png
datasets\buildings\image\5950.png datasets\buildings\label2_gray\5950.png datasets\buildings\edge\5950.png
datasets\buildings\image\5853.png datasets\buildings\label2_gray\5853.png datasets\buildings\edge\5853.png
datasets\buildings\image\5496.png datasets\buildings\label2_gray\5496.png datasets\buildings\edge\5496.png
datasets\buildings\image\2014.png datasets\buildings\label2_gray\2014.png datasets\buildings\edge\2014.png
datasets\buildings\image\1882.png datasets\buildings\label2_gray\1882.png datasets\buildings\edge\1882.png
datasets\buildings\image\4868.png datasets\buildings\label2_gray\4868.png datasets\buildings\edge\4868.png
datasets\buildings\image\833.png datasets\buildings\label2_gray\833.png datasets\buildings\edge\833.png
datasets\buildings\image\2828.png datasets\buildings\label2_gray\2828.png datasets\buildings\edge\2828.png
datasets\buildings\image\5333.png datasets\buildings\label2_gray\5333.png datasets\buildings\edge\5333.png
datasets\buildings\image\1451.png datasets\buildings\label2_gray\1451.png datasets\buildings\edge\1451.png
datasets\buildings\image\4911.png datasets\buildings\label2_gray\4911.png datasets\buildings\edge\4911.png
datasets\buildings\image\1178.png datasets\buildings\label2_gray\1178.png datasets\buildings\edge\1178.png
datasets\buildings\image\2672.png datasets\buildings\label2_gray\2672.png datasets\buildings\edge\2672.png
datasets\buildings\image\989.png datasets\buildings\label2_gray\989.png datasets\buildings\edge\989.png
datasets\buildings\image\3652.png datasets\buildings\label2_gray\3652.png datasets\buildings\edge\3652.png
datasets\buildings\image\4112.png datasets\buildings\label2_gray\4112.png datasets\buildings\edge\4112.png
datasets\buildings\image\5592.png datasets\buildings\label2_gray\5592.png datasets\buildings\edge\5592.png
datasets\buildings\image\3192.png datasets\buildings\label2_gray\3192.png datasets\buildings\edge\3192.png
datasets\buildings\image\5422.png datasets\buildings\label2_gray\5422.png datasets\buildings\edge\5422.png
datasets\buildings\image\3034.png datasets\buildings\label2_gray\3034.png datasets\buildings\edge\3034.png
datasets\buildings\image\2340.png datasets\buildings\label2_gray\2340.png datasets\buildings\edge\2340.png
datasets\buildings\image\118.png datasets\buildings\label2_gray\118.png datasets\buildings\edge\118.png
datasets\buildings\image\3218.png datasets\buildings\label2_gray\3218.png datasets\buildings\edge\3218.png
datasets\buildings\image\4058.png datasets\buildings\label2_gray\4058.png datasets\buildings\edge\4058.png
datasets\buildings\image\61.png datasets\buildings\label2_gray\61.png datasets\buildings\edge\61.png
datasets\buildings\image\1827.png datasets\buildings\label2_gray\1827.png datasets\buildings\edge\1827.png
datasets\buildings\image\2101.png datasets\buildings\label2_gray\2101.png datasets\buildings\edge\2101.png
datasets\buildings\image\779.png datasets\buildings\label2_gray\779.png datasets\buildings\edge\779.png
datasets\buildings\image\854.png datasets\buildings\label2_gray\854.png datasets\buildings\edge\854.png
datasets\buildings\image\1626.png datasets\buildings\label2_gray\1626.png datasets\buildings\edge\1626.png
datasets\buildings\image\4755.png datasets\buildings\label2_gray\4755.png datasets\buildings\edge\4755.png
datasets\buildings\image\5932.png datasets\buildings\label2_gray\5932.png datasets\buildings\edge\5932.png
datasets\buildings\image\5539.png datasets\buildings\label2_gray\5539.png datasets\buildings\edge\5539.png
datasets\buildings\image\2790.png datasets\buildings\label2_gray\2790.png datasets\buildings\edge\2790.png
datasets\buildings\image\2273.png datasets\buildings\label2_gray\2273.png datasets\buildings\edge\2273.png
datasets\buildings\image\1441.png datasets\buildings\label2_gray\1441.png datasets\buildings\edge\1441.png
datasets\buildings\image\5177.png datasets\buildings\label2_gray\5177.png datasets\buildings\edge\5177.png
datasets\buildings\image\789.png datasets\buildings\label2_gray\789.png datasets\buildings\edge\789.png
datasets\buildings\image\4473.png datasets\buildings\label2_gray\4473.png datasets\buildings\edge\4473.png
datasets\buildings\image\2612.png datasets\buildings\label2_gray\2612.png datasets\buildings\edge\2612.png
datasets\buildings\image\2605.png datasets\buildings\label2_gray\2605.png datasets\buildings\edge\2605.png
